ID_Cliente,Churn,Genero,Idoso,Partner,Dependents,Meses_de_Contrato,PhoneService,MultipleLines,Servico_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tipo_Contrato,PaperlessBilling,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total,Contas_Diarias
2324-EFHVG,0,Male,0,0,0,64,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.4,6692.65,3.4296977660972403
2325-NBPZG,0,Female,0,0,0,3,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.55,233.65,2.4490801576872534
2325-WINES,0,Female,0,0,0,32,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.05,3416.85,3.4181997371879103
2325-ZUSFD,1,Female,0,1,1,57,1,0,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),70.1,3913.3,2.302890932982917
2330-PQGDQ,0,Male,0,1,1,51,1,1,Fiber optic,0,1,0,1,0,0,One year,0,Bank transfer (automatic),84.2,4299.75,2.7660972404730617
2332-EFBJY,1,Male,0,0,0,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.7,342.4,0.6471747700394218
2332-TODQS,0,Female,0,0,0,48,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),25.05,1171.5,0.8229303547963206
2333-KWEWW,0,Male,0,0,0,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,388.6,0.6586727989487516
2335-GSODA,0,Male,0,0,1,23,0,No phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,40.1,857.75,1.3173455978975033
2338-BQEZT,0,Female,0,0,0,55,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),50.55,2832.75,1.6606438896189224
2342-CKIAO,0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,41.2,0.6668856767411301
2344-JMOGN,1,Male,0,1,0,9,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,94.85,890.6,3.1159658344283834
2346-CZYIL,0,Male,0,0,0,27,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,531.6,0.6685282522996058
2346-DJQTB,0,Female,0,0,0,35,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.15,812.5,0.7933639947437582
2346-LOCWC,0,Female,0,1,1,58,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1191.4,0.6734559789750328
2347-WKKAE,0,Male,0,1,0,42,1,1,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Electronic check,94.4,4014.6,3.1011826544021024
2348-KCJLT,0,Female,0,1,0,44,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,61.5,2722.2,2.0203679369250986
2351-BKRZW,0,Female,0,1,1,43,1,0,DSL,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),75.2,3254.35,2.4704336399474376
2351-RRBUE,0,Female,0,1,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,134.05,0.6783837056504598
2353-VPYNS,0,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.65,73.65,2.4195137976346914
2357-COQEK,1,Female,1,0,0,28,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.3,2890.65,3.393561103810775
2359-KLTEK,0,Female,0,1,1,41,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),94.9,3848.0,3.1176084099868593
2359-KMGLI,1,Male,0,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,1861.5,2.636333771353482
2359-QWQUL,1,Female,0,1,0,39,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),104.7,4134.85,3.4395532194480944
2360-RDGRO,0,Male,0,1,0,65,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.25,6812.95,3.4247700394218135
2361-FJWNO,0,Male,0,0,0,40,0,No phone service,DSL,0,1,0,1,0,0,One year,0,Credit card (automatic),36.0,1382.9,1.1826544021024967
2361-UPSND,0,Female,0,1,0,46,1,0,DSL,1,1,0,1,0,1,One year,0,Mailed check,70.6,3231.05,2.3193166885676737
2362-IBOOY,1,Male,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.75,3050.15,2.784165571616294
2363-BJLSL,0,Male,0,0,0,62,1,0,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),80.4,4981.15,2.6412614980289093
2364-UFROM,0,Male,0,0,0,30,1,0,DSL,1,1,0,1,1,0,One year,0,Electronic check,70.4,2044.75,2.3127463863337714
2368-GAKKQ,0,Female,0,0,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,7939.25,3.733574244415243
2369-FEVNO,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,19.9,0.6537450722733245
2369-UAPKZ,1,Male,0,0,0,5,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,104.1,541.9,3.419842312746386
2371-JQHZZ,0,Male,0,1,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.0,2248.05,3.055190538764783
2371-JUNGC,0,Male,0,0,0,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,208.0,0.6652431011826544
2371-KFUOG,0,Male,0,0,0,58,1,0,Fiber optic,1,1,0,0,1,1,One year,0,Bank transfer (automatic),99.15,5720.95,3.257227332457293
2372-HWUHI,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.35,81.25,1.4569645203679369
2373-NTKOD,0,Male,0,0,0,8,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.25,546.45,2.176412614980289
2378-HTWFW,0,Male,1,0,0,35,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Credit card (automatic),91.0,3180.5,2.9894875164257555
2378-VTKDH,0,Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.35,6578.55,3.4280551905387644
2378-YIZKA,0,Female,0,1,1,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),85.0,5607.75,2.7923784494086727
2379-ENZGV,1,Male,0,0,0,6,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.85,523.5,2.7874507227332455
2379-GYFLQ,0,Male,0,0,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,3.1176084099868593
2380-DAMQP,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Electronic check,115.15,8349.7,3.782851511169514
2382-BCKQJ,1,Female,0,0,1,62,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,100.15,6413.65,3.290078843626807
2384-OVPSA,0,Female,1,0,0,38,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,735.9,0.6636005256241787
2386-LAHRK,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.5,53.5,1.757555847568988
2386-OWURY,0,Female,0,0,0,58,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.3,5817.7,3.130749014454665
2387-KDZQY,0,Male,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.1,279.5,0.6603153745072273
2388-LAESQ,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.85,8317.95,3.772996057818659
2391-IPLOP,0,Male,0,1,1,50,1,1,DSL,0,0,1,1,1,0,One year,1,Electronic check,69.65,3442.15,2.2881077529566363
2391-SOORI,1,Male,0,0,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.35,219.65,1.6212220762155058
2393-DIVAI,0,Female,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.0,61.7,0.657030223390276
2397-BRLOM,1,Male,1,1,1,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),80.45,583.45,2.642904073587385
2398-YPMUR,1,Female,1,1,0,13,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,916.75,2.304533508541393
2400-FEQME,0,Male,0,1,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,1177.95,0.6734559789750328
2400-XIWIO,0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,90.1,6310.9,2.9599211563731926
2402-TAIRZ,0,Female,0,0,0,37,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.05,3019.1,2.6297634691195793
2403-BCASL,1,Male,1,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,3.6777266754270697
2404-JIBFC,0,Female,0,1,1,55,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),85.1,4657.95,2.7956636005256237
2405-LBMUW,0,Female,0,1,1,61,0,No phone service,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),50.7,3088.75,1.6655716162943495
2408-PSJVE,0,Male,0,1,1,44,1,0,DSL,0,1,1,1,0,0,Month-to-month,1,Mailed check,61.9,2924.05,2.033508541392904
2408-TZMJL,1,Male,0,1,0,59,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,110.15,6448.05,3.618593955321945
2408-WITXK,1,Female,1,0,0,10,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,34.7,329.8,1.1399474375821288
2410-CIYFZ,0,Male,0,0,1,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,42.9,0.6701708278580814
2418-TPEUN,0,Female,0,1,1,56,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1119.9,0.6504599211563732
2419-FSORS,0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,108.4,7719.5,3.561103810775296
2424-GXJQO,0,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,1.890604467805519
2424-WVHPL,0,Male,1,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Electronic check,74.7,74.7,2.4540078843626807
2428-HYUNX,0,Male,1,1,0,44,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.35,847.25,0.635676741130092
2428-ZMCTB,0,Male,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,208.25,0.6488173455978975
2429-AYKKO,0,Male,0,0,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1434.1,0.6521024967148489
2430-RRYUW,0,Male,0,0,0,66,1,0,DSL,1,1,0,0,0,0,One year,1,Mailed check,54.8,3465.7,1.800262812089356
2430-USGXP,1,Male,0,1,0,24,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,2391.8,3.319645203679369
2432-TFSMK,0,Male,0,0,0,18,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Credit card (automatic),89.6,1633.0,2.9434954007884357
2433-KMEAS,1,Male,0,0,0,22,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,54.45,1127.35,1.7887647831800264
2434-EEVDB,0,Female,0,1,0,64,1,1,Fiber optic,1,0,1,0,1,0,Two year,1,Credit card (automatic),94.6,5948.7,3.107752956636005
2436-QBZFP,0,Female,0,1,1,22,0,No phone service,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,39.2,849.9,1.2877792378449409
2439-LYPMQ,0,Male,1,1,0,38,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.6,4009.2,3.3705650459921155
2439-QKJUL,0,Male,0,0,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8,0.6652431011826544
2446-BEGGB,1,Female,1,0,0,6,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.25,560.6,3.2276609724047303
2446-PLQVO,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,70.3,2.3094612352168196
2446-ZKVAF,0,Male,0,1,0,18,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.8,1074.65,1.8659658344283836
2450-ZKEED,0,Female,0,0,0,11,1,0,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),53.8,651.55,1.7674113009198422
2451-YMUXS,0,Male,1,0,0,67,1,1,DSL,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),64.55,4250.1,2.1205650459921155
2452-KDRRH,0,Male,1,0,0,67,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.4,6841.05,3.331143232588699
2452-MRMZF,0,Female,1,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1937.4,0.8442838370565046
2452-SNHFZ,0,Female,0,0,0,47,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.45,3545.1,2.478646517739816
2453-SAFNS,0,Female,1,0,0,54,1,1,DSL,0,1,0,1,1,0,One year,0,Mailed check,72.1,3886.05,2.3685939553219444
2454-RPBRZ,1,Female,1,1,0,12,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,98.1,1060.2,3.2227332457293034
2455-USLMV,0,Female,0,0,0,31,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.75,2613.4,2.784165571616294
2458-EOMRE,0,Female,0,0,0,11,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),64.05,733.95,2.1041392904073586
2460-FPSYH,1,Female,1,0,0,40,0,No phone service,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,55.8,2109.35,1.8331143232588698
2460-NGXBJ,0,Male,1,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,775.3,2.4704336399474376
2462-XIIJB,1,Male,0,0,0,5,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,92.5,452.7,3.038764783180026
2465-BLLEU,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.75,19.75,0.6488173455978975
2466-FCCPT,0,Female,0,1,1,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,395.6,0.6471747700394218
2466-NEJOJ,0,Male,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.65,169.75,0.645532194480946
2468-SJFLM,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,74.3,74.3,2.440867279894875
2469-DTSGX,0,Female,1,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,111.65,7943.45,3.6678712220762155
2472-OVKUP,1,Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,2.9894875164257555
2474-BRUCM,1,Male,1,1,0,40,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,101.85,4086.3,3.34592641261498
2474-LCNUE,0,Female,0,1,0,23,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),73.65,1642.75,2.4195137976346914
2475-MROZF,0,Male,0,0,0,30,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.0,2852.4,3.1208935611038107
2476-YGEFM,0,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),76.0,2215.25,2.4967148488830486
2478-EEWWM,0,Male,0,1,0,59,0,No phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.3,2666.75,1.455321944809461
2479-BRAMR,1,Male,1,1,0,41,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),83.75,3273.55,2.7513140604467803
2480-EJWYP,0,Female,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.8,5458.8,3.2128777923784493
2480-JZOSN,0,Female,0,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,20.65,0.6783837056504598
2480-SQIOB,0,Male,0,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.8,169.65,1.4717477003942179
2481-SBOYW,0,Female,0,0,1,61,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.0,1498.35,0.8212877792378449
2482-CZGBB,1,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,740.0,2.299605781865966
2483-XSSMZ,0,Female,0,0,0,39,1,0,DSL,1,0,0,0,0,0,One year,1,Electronic check,47.85,1886.4,1.5719448094612352
2484-DGXPZ,1,Female,0,1,1,31,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,658.95,0.6422470433639947
2485-ITVKB,1,Female,0,1,0,2,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.1,68.75,1.1530880420499343
2486-WYVVE,0,Male,0,1,0,31,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,79.3,2484.0,2.605124835742444
2495-INZWQ,1,Male,0,0,0,4,0,No phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.55,174.3,1.4635348226018394
2495-KZNFB,0,Female,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.65,2989.6,2.977989487516426
2495-TTHBQ,0,Female,0,0,1,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.4,84.75,0.6701708278580814
2498-XLDZR,0,Female,0,1,1,32,1,0,DSL,1,1,1,1,0,1,Two year,0,Mailed check,73.6,2316.85,2.417871222076215
2499-AJYUA,0,Female,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7882.25,3.6399474375821286
2501-XWWTZ,0,Male,0,0,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,2.3061760840998686
2504-DSHIH,0,Male,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,2.8515111695137976
2506-CLAKW,1,Female,0,0,0,6,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),98.15,567.45,3.2243758212877793
2506-TNFCO,1,Female,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,69.55,2.2848226018396844
2507-QZPQS,0,Male,0,0,0,15,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,0,Electronic check,95.7,1451.1,3.1438896189224703
2508-QJJFP,0,Male,0,0,1,47,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.55,1013.05,0.6750985545335085
2509-TFPJU,0,Male,0,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.75,1864.2,0.8459264126149802
2511-ALLCS,0,Female,0,1,1,35,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,821.6,0.7982917214191853
2511-MORQY,0,Male,0,1,1,50,1,1,DSL,0,0,1,0,0,0,One year,0,Bank transfer (automatic),54.9,2614.1,1.8035479632063074
2514-GINMM,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.5,79.5,2.611695137976347
2516-VQRRV,1,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.45,158.4,2.478646517739816
2516-XSJKX,0,Female,0,1,1,41,1,0,DSL,1,1,0,1,1,1,Two year,0,Electronic check,78.45,3126.45,2.577201051248357
2519-ERQOJ,0,Male,1,0,0,33,0,No phone service,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,54.6,1803.7,1.7936925098554533
2519-FAKOD,1,Male,0,0,1,38,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),99.25,3777.15,3.260512483574244
2519-LBNQL,0,Male,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,104.35,6339.45,3.4280551905387644
2519-TWKFS,0,Male,0,1,1,25,1,1,DSL,0,0,0,1,0,0,One year,1,Mailed check,55.1,1466.1,1.8101182654402102
2520-SGTTA,0,Female,0,1,1,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,0.0,0.657030223390276
2521-NPUZR,0,Male,0,1,0,70,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),101.0,7085.5,3.3180026281208934
2522-AHJXR,0,Male,0,1,0,60,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,3.595597897503285
2522-WLNSF,0,Female,1,1,0,34,1,0,DSL,0,0,1,1,1,0,One year,0,Bank transfer (automatic),64.2,2106.3,2.109067017082786
2523-EWWZL,0,Female,0,1,0,27,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.1,2093.4,2.4999999999999996
2525-GVKQU,0,Female,0,0,0,60,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093.0,0.6767411300919842
2528-HFYZX,1,Male,1,1,0,17,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.45,1233.4,2.5114980289093296
2530-ENDWQ,1,Female,0,1,0,71,1,1,Fiber optic,0,0,0,0,1,1,Two year,1,Bank transfer (automatic),93.7,6585.35,3.0781865965834427
2530-FMFXO,0,Male,0,1,1,56,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,103.2,5873.75,3.3902759526938238
2533-QVMSK,1,Male,0,1,0,61,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Electronic check,94.1,5638.3,3.0913272010512483
2533-TIBIX,0,Male,0,1,1,15,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),30.2,469.65,0.9921156373193166
2535-PBCGC,0,Female,0,1,0,70,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.55,4504.9,2.1205650459921155
2538-OIMXF,0,Female,0,0,1,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.7,24.7,0.8114323258869908
2541-YGPKE,0,Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,2.092641261498029
2542-HYGIQ,0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.95,19.95,0.6553876478318003
2545-EBUPK,0,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.05,186.05,2.7611695137976344
2545-LXYVJ,0,Male,0,1,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.7,1492.1,0.6800262812089356
2546-KZAAT,0,Male,0,1,0,52,1,0,DSL,1,1,0,0,1,1,One year,1,Mailed check,75.4,3865.45,2.4770039421813403
2550-AEVRU,0,Female,0,1,1,57,1,0,DSL,1,1,0,0,0,0,One year,0,Electronic check,53.45,3053.0,1.7559132720105124
2550-QHZGP,0,Male,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,128.6,0.640604467805519
2550-ZQZPP,0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,2.4770039421813403
2558-BUOZZ,0,Male,0,0,0,47,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.8,4535.85,3.114323258869908
2560-PPCHE,0,Female,0,0,0,65,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,3.451051248357424
2560-QTSBS,0,Female,0,1,1,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),23.3,1623.15,0.7654402102496715
2560-WBWXF,0,Male,0,0,0,68,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.15,1498.85,0.7933639947437582
2565-JSLRY,1,Male,0,0,0,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,0.7900788436268068
2568-BRGYX,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,2.3061760840998686
2568-OIADY,1,Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762.0,3.2687253613666227
2569-WGERO,0,Female,0,0,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.15,1419.4,0.6948094612352167
2573-GYRUU,0,Male,1,1,0,48,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),91.05,4370.75,2.991130091984231
2575-EAMDV,0,Female,0,0,0,35,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,99.25,3532.0,3.260512483574244
2575-GFSOE,1,Female,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.0,506.9,2.266754270696452
2576-HXMPA,0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.55,19.55,0.6422470433639947
2577-GVSIL,0,Male,0,1,1,35,1,1,DSL,0,0,0,1,1,1,One year,1,Bank transfer (automatic),73.45,2661.1,2.4129434954007882
2578-JQPHZ,0,Male,0,0,0,44,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),100.1,4378.35,3.288436268068331
2580-ASVVY,0,Female,0,1,0,37,0,No phone service,DSL,1,0,0,1,1,0,Two year,0,Electronic check,45.4,1593.1,1.4914586070959264
